grade,math,classtype
3,639,regular
3,559,regular+aide
3,546,regular+aide
3,639,regular+aide
3,574,regular
3,590,small
3,632,small
3,535,small
3,512,regular+aide
3,514,regular+aide
3,507,regular+aide
3,559,regular
3,561,regular+aide
3,593,regular
3,587,regular
3,639,regular
3,559,regular+aide
3,559,regular
3,615,regular+aide
3,596,regular
3,599,small
3,568,small
3,607,regular+aide
3,639,regular+aide
3,518,regular+aide
3,639,regular
3,659,small
3,563,regular
3,512,regular+aide
3,530,regular+aide
3,603,small
3,615,regular
3,557,regular
3,563,regular+aide
3,536,small
3,531,regular
3,607,small
3,552,small
3,639,small
3,599,regular
3,582,regular+aide
3,639,small
3,599,regular
3,559,regular
3,546,regular
3,579,regular
3,577,regular
3,538,regular+aide
3,563,regular+aide
3,582,regular
3,632,regular+aide
3,590,small
3,626,regular+aide
3,546,regular+aide
3,603,regular+aide
3,522,regular+aide
3,620,small
3,514,regular
3,579,small
3,577,regular+aide
3,582,small
3,584,small
3,543,small
3,541,regular+aide
3,615,small
3,620,small
3,520,small
3,490,regular+aide
3,556,regular+aide
3,593,small
3,648,regular+aide
3,574,regular
3,579,small
3,699,regular
3,626,small
3,570,regular
3,603,regular+aide
3,540,small
3,632,regular
3,603,small
3,607,small
3,620,small
3,550,regular+aide
3,550,regular
3,530,regular
3,574,small
3,556,regular
3,507,regular
3,582,regular
3,538,regular+aide
3,593,regular
3,574,regular+aide
3,579,regular+aide
3,548,regular
3,522,regular
3,572,regular+aide
3,536,regular
3,541,regular+aide
3,548,regular+aide
3,620,regular+aide
3,557,regular
3,603,regular+aide
3,568,regular
3,520,regular+aide
3,599,regular+aide
3,522,regular
3,599,small
3,531,regular+aide
3,559,small
3,523,regular+aide
3,620,regular+aide
3,561,regular
3,620,regular+aide
3,559,regular
3,590,regular
3,528,regular+aide
3,563,regular
3,632,regular+aide
3,554,regular
3,587,regular+aide
3,659,regular
3,639,small
3,659,regular+aide
3,538,regular+aide
3,565,regular
3,574,small
3,543,regular
3,554,regular+aide
3,514,regular+aide
3,545,small
3,535,regular
3,587,regular
3,620,regular
3,659,small
3,620,regular
3,565,small
3,579,regular+aide
3,603,regular
3,477,regular
3,582,small
3,593,regular+aide
3,584,regular+aide
3,579,regular+aide
3,561,regular+aide
3,587,regular+aide
3,548,small
3,584,regular
3,528,regular
3,550,regular
3,615,regular+aide
3,659,regular+aide
3,559,regular+aide
3,535,regular
3,607,regular
3,607,regular
3,568,regular+aide
3,554,regular+aide
3,504,regular+aide
3,568,regular
3,471,small
3,603,regular
3,632,small
3,626,regular+aide
3,505,regular
3,526,regular+aide
3,499,regular
3,607,small
3,550,regular+aide
3,548,regular+aide
3,514,regular
3,599,small
3,674,small
3,699,regular
3,674,regular
3,479,regular
3,526,small
3,541,regular+aide
3,587,small
3,557,regular
3,674,small
3,699,regular+aide
3,620,small
3,570,regular+aide
3,599,regular+aide
3,520,regular+aide
3,590,regular+aide
3,535,regular+aide
3,554,regular+aide
3,596,small
3,603,small
3,659,regular+aide
3,582,small
3,590,regular
3,525,regular
3,590,regular
3,577,regular
3,530,small
3,523,regular+aide
3,626,regular+aide
3,546,regular
3,603,small
3,543,regular+aide
3,535,small
3,559,regular+aide
3,620,regular+aide
3,565,regular+aide
3,572,small
3,565,regular
3,577,regular
3,626,small
3,615,small
3,554,regular
3,659,regular
3,552,small
3,615,regular+aide
3,577,regular+aide
3,648,regular
3,577,regular+aide
3,674,small
3,559,small
3,659,regular+aide
3,540,regular+aide
3,570,regular
3,545,regular+aide
3,579,regular+aide
3,565,regular
3,518,regular
3,699,regular+aide
3,593,regular+aide
3,540,regular+aide
3,546,small
3,550,regular
3,615,regular+aide
3,584,regular+aide
3,584,small
3,596,regular+aide
3,557,small
3,559,regular
3,626,regular
3,536,regular+aide
3,607,regular+aide
3,572,regular
3,528,regular
3,546,regular
3,582,regular
3,550,regular+aide
3,584,regular
3,541,regular
3,572,regular
3,659,regular
3,546,small
3,577,regular+aide
3,582,regular+aide
3,525,regular+aide
3,552,small
3,550,regular+aide
3,639,regular+aide
3,517,small
3,561,small
3,490,regular+aide
3,554,small
3,526,small
3,552,small
3,593,small
3,579,regular+aide
3,590,regular+aide
3,607,small
3,514,regular
3,632,regular
3,603,small
3,550,regular
3,596,regular
3,556,small
3,572,small
3,556,small
3,590,small
3,599,regular
3,626,regular+aide
3,584,regular+aide
3,565,regular+aide
3,596,regular+aide
3,543,regular+aide
3,577,small
3,611,regular+aide
3,579,regular
3,561,regular+aide
3,545,regular
3,579,regular
3,587,regular
3,699,regular
3,528,small
3,590,small
3,512,small
3,620,small
3,607,regular+aide
3,572,regular
3,543,regular
3,626,regular
3,563,regular
3,607,regular+aide
3,536,regular+aide
3,582,regular+aide
3,593,regular
3,563,regular+aide
3,639,regular
3,659,small
3,520,regular+aide
3,607,regular+aide
3,721,regular+aide
3,590,small
3,615,regular
3,593,small
3,699,regular
3,572,small
3,648,regular
3,507,regular
3,659,regular
3,570,small
3,507,regular
3,557,regular
3,557,small
3,515,regular
3,568,regular+aide
3,615,regular+aide
3,659,small
3,648,regular+aide
3,557,small
3,579,small
3,590,small
3,587,regular
3,611,regular
3,568,small
3,620,small
3,561,regular+aide
3,659,regular
3,590,regular+aide
3,509,regular+aide
3,699,regular
3,559,regular+aide
3,570,small
3,525,small
3,587,regular+aide
3,577,regular+aide
3,565,small
3,574,small
3,582,regular+aide
3,659,regular+aide
3,607,regular
3,632,regular+aide
3,615,regular+aide
3,615,regular+aide
3,541,regular
3,632,regular
3,557,regular
3,584,regular
3,596,regular+aide
3,577,small
3,615,regular
3,615,regular+aide
3,561,regular+aide
3,632,regular+aide
3,523,regular
3,565,small
3,561,regular+aide
3,659,regular+aide
3,579,small
3,599,regular
3,648,regular
3,607,regular+aide
3,582,regular+aide
3,523,regular
3,648,small
3,565,regular
3,599,regular
3,504,small
3,563,small
3,632,small
3,543,regular+aide
3,615,regular
3,546,small
3,593,regular+aide
3,577,regular+aide
3,500,regular+aide
3,500,small
3,554,small
3,603,small
3,607,regular
3,607,regular
3,568,small
3,545,regular+aide
3,561,small
3,579,small
3,603,regular+aide
3,590,regular
3,603,small
3,517,small
3,557,small
3,546,regular
3,522,regular
3,626,small
3,483,regular
3,577,regular+aide
3,579,regular+aide
3,590,regular+aide
3,607,small
3,639,small
3,538,regular+aide
3,674,regular+aide
3,536,small
3,565,regular
3,587,small
3,582,regular+aide
3,587,small
3,568,regular+aide
3,570,regular
3,611,small
3,603,small
3,632,small
3,492,small
3,632,regular
3,582,regular
3,577,regular+aide
3,607,regular+aide
3,479,regular+aide
3,531,regular
3,538,regular+aide
3,540,small
3,550,regular
3,514,regular
3,565,regular
3,515,regular+aide
3,533,regular
3,659,regular
3,674,small
3,639,small
3,599,regular+aide
3,599,regular+aide
3,550,small
3,509,regular
3,659,regular
3,659,small
3,603,regular+aide
3,648,regular
3,620,regular
3,579,regular
3,659,small
3,554,regular+aide
3,531,small
3,620,regular
3,541,regular
3,626,regular
3,565,small
3,504,regular+aide
3,582,regular+aide
3,632,regular+aide
3,541,regular
3,611,regular
3,565,small
3,607,small
3,607,regular
3,577,small
3,596,regular+aide
3,528,small
3,674,regular+aide
3,577,regular+aide
3,546,small
3,528,small
3,545,regular
3,607,regular+aide
3,648,small
3,590,regular+aide
3,599,regular
3,674,regular+aide
3,699,regular
3,557,regular+aide
3,531,regular+aide
3,514,small
3,548,regular+aide
3,596,regular+aide
3,557,regular+aide
3,611,small
3,611,regular+aide
3,520,regular
3,699,small
3,584,regular
3,568,regular
3,486,regular
3,531,regular
3,596,small
3,639,regular+aide
3,639,regular+aide
3,620,regular
3,639,small
3,550,regular
3,556,small
3,536,regular+aide
3,620,small
3,603,small
3,502,regular
3,599,small
3,559,regular
3,648,small
3,561,regular+aide
3,530,small
3,674,regular
3,563,regular
3,584,regular+aide
3,552,regular
3,536,regular+aide
3,525,regular
3,639,regular
3,523,regular+aide
3,620,small
3,543,regular
3,626,small
3,593,regular
3,599,regular+aide
3,699,regular+aide
3,533,regular
3,590,regular
3,563,small
3,611,small
3,579,regular
3,556,regular+aide
3,556,regular
3,593,small
3,554,regular
3,639,regular+aide
3,570,small
3,556,regular
3,603,regular+aide
3,565,regular+aide
3,648,regular+aide
3,570,regular+aide
3,611,regular+aide
3,557,small
3,572,regular+aide
3,543,regular
3,607,regular+aide
3,590,regular+aide
3,699,small
3,550,small
3,504,regular
3,599,regular+aide
3,620,small
3,596,small
3,541,small
3,533,regular
3,554,small
3,584,regular+aide
3,587,small
3,520,regular
3,659,regular
3,577,small
3,550,regular
3,599,regular
3,520,regular+aide
3,522,small
3,545,regular
3,557,regular
3,494,regular
3,568,small
3,512,regular+aide
3,603,regular
3,572,small
3,590,regular
3,557,small
3,536,regular
3,546,regular+aide
3,590,regular+aide
3,543,small
3,522,regular
3,528,small
3,632,regular
3,599,regular+aide
3,603,regular+aide
3,632,regular
3,587,regular+aide
3,648,regular+aide
3,572,regular+aide
3,504,regular+aide
3,577,small
3,554,regular
3,545,small
3,572,regular+aide
3,483,regular+aide
3,497,regular+aide
3,557,regular+aide
3,584,regular+aide
3,582,regular+aide
3,620,small
3,648,small
3,593,regular+aide
3,721,regular
3,518,regular
3,607,regular+aide
3,572,regular+aide
3,543,regular+aide
3,563,regular
3,611,small
3,552,regular
3,615,small
3,559,regular+aide
3,548,small
3,639,regular+aide
3,579,regular+aide
3,611,regular+aide
3,579,regular
3,596,regular+aide
3,554,regular+aide
3,639,small
3,577,regular
3,522,regular+aide
3,510,small
3,603,regular
3,587,regular+aide
3,561,regular
3,530,regular
3,554,regular+aide
3,587,regular
3,596,regular
3,639,small
3,648,regular+aide
3,574,regular
3,568,regular+aide
3,648,small
3,596,regular
3,565,regular+aide
3,574,regular
3,563,regular
3,541,regular
3,561,regular+aide
3,570,regular+aide
3,494,regular+aide
3,639,regular+aide
3,577,small
3,587,regular+aide
3,607,regular+aide
3,579,regular
3,596,small
3,721,small
3,639,regular+aide
3,620,small
3,615,small
3,570,small
3,552,regular
3,607,regular
3,572,regular+aide
3,565,regular+aide
3,590,small
3,531,regular
3,507,regular
3,556,regular+aide
3,626,regular+aide
3,554,small
3,607,regular+aide
3,568,small
3,615,regular+aide
3,587,small
3,559,small
3,721,small
3,557,small
3,639,small
3,540,small
3,639,regular
3,545,regular
3,599,small
3,565,regular+aide
3,577,small
3,546,regular
3,620,regular
3,499,regular
3,615,regular+aide
3,626,regular+aide
3,599,regular
3,674,small
3,528,regular
3,648,small
3,584,regular
3,620,regular+aide
3,615,regular
3,559,regular
3,607,regular+aide
3,599,regular+aide
3,615,small
3,533,regular
3,620,regular+aide
3,568,regular+aide
3,593,small
3,533,regular
3,557,regular
3,577,regular
3,526,regular+aide
3,632,regular
3,514,small
3,593,small
3,699,small
3,626,regular
3,603,small
3,599,regular+aide
3,639,small
3,568,regular+aide
3,574,regular
3,626,small
3,593,regular+aide
3,568,small
3,520,regular+aide
3,593,small
3,546,small
3,615,regular
3,514,regular
3,550,regular+aide
3,536,small
3,577,regular+aide
3,599,regular+aide
3,520,regular
3,590,regular+aide
3,596,regular+aide
3,528,small
3,510,regular
3,639,regular+aide
3,550,small
3,552,small
3,572,small
3,593,regular
3,611,regular
3,659,regular+aide
3,546,small
3,490,small
3,565,small
3,648,small
3,502,regular
3,593,regular
3,590,small
3,584,regular+aide
3,550,regular
3,572,regular
3,531,regular
3,596,small
3,596,regular+aide
3,596,regular+aide
3,587,regular
3,659,small
3,486,regular+aide
3,540,regular+aide
3,572,small
3,515,regular
3,632,small
3,545,small
3,574,regular
3,536,regular
3,548,regular
3,570,regular
3,536,regular
3,530,regular+aide
3,565,small
3,535,regular+aide
3,577,small
3,596,small
3,611,small
3,603,regular+aide
3,674,regular+aide
3,596,small
3,540,regular
3,535,regular
3,574,regular
3,626,regular+aide
3,572,regular
3,607,regular
3,563,regular
3,556,small
3,599,small
3,502,regular+aide
3,626,regular+aide
3,572,regular
3,526,small
3,626,regular+aide
3,607,regular+aide
3,552,regular
3,554,regular+aide
3,599,regular
3,554,regular
3,596,regular
3,626,regular+aide
3,611,small
3,611,regular+aide
3,607,regular+aide
3,565,regular+aide
3,584,regular+aide
3,526,regular+aide
3,582,regular
3,626,small
3,520,regular+aide
3,570,small
3,565,regular+aide
3,582,small
3,632,regular+aide
3,512,regular+aide
3,528,regular
3,659,regular
3,556,regular+aide
3,599,small
3,620,small
3,615,regular+aide
3,570,regular+aide
3,572,regular
3,579,regular+aide
3,639,regular+aide
3,568,regular
3,587,regular+aide
3,699,regular+aide
3,574,regular
3,659,regular+aide
3,494,regular
3,504,small
3,639,small
3,563,small
3,563,regular
3,563,regular
3,620,small
3,584,regular
3,596,regular+aide
3,548,regular+aide
3,590,regular
3,607,regular+aide
3,552,regular
3,615,small
3,620,regular+aide
3,599,regular
3,615,small
3,582,small
3,611,regular+aide
3,579,small
3,528,regular+aide
3,574,regular+aide
3,563,small
3,526,regular+aide
3,596,small
3,579,regular
3,538,regular
3,639,regular+aide
3,502,regular
3,593,regular
3,582,regular+aide
3,510,regular+aide
3,559,regular+aide
3,603,regular+aide
3,552,regular
3,557,regular
3,593,regular+aide
3,574,regular+aide
3,559,regular
3,574,small
3,607,small
3,615,small
3,584,regular
3,570,regular+aide
3,659,small
3,587,regular+aide
3,582,regular
3,556,regular+aide
3,550,regular
3,502,regular
3,512,regular
3,674,small
3,471,regular+aide
3,563,small
3,590,small
3,626,small
3,533,regular
3,561,small
3,639,regular
3,596,regular+aide
3,615,small
3,607,small
3,590,regular+aide
3,485,regular+aide
3,659,small
3,593,regular+aide
3,570,regular+aide
3,526,regular
3,559,small
3,541,regular
3,574,small
3,579,regular+aide
3,494,regular+aide
3,607,regular+aide
3,572,small
3,584,regular+aide
3,582,regular+aide
3,550,small
3,607,small
3,570,regular+aide
3,548,regular
3,568,regular+aide
3,514,regular+aide
3,615,regular+aide
3,615,small
3,599,regular
3,552,regular
3,659,small
3,543,small
3,620,regular+aide
3,603,small
3,632,regular+aide
3,563,regular+aide
3,674,small
3,632,small
3,548,regular
3,546,regular
3,557,small
3,533,small
3,584,small
3,596,regular
3,639,small
3,552,small
3,659,small
3,584,regular
3,611,regular+aide
3,541,regular
3,561,regular
3,525,regular
3,543,regular+aide
3,536,small
3,561,regular
3,556,regular+aide
3,674,small
3,574,small
3,659,small
3,530,regular
3,559,small
3,615,small
3,587,regular+aide
3,570,small
3,550,small
3,552,regular+aide
3,464,small
3,639,regular+aide
3,620,regular+aide
3,554,small
3,599,small
3,626,regular+aide
3,565,regular+aide
3,552,regular
3,603,small
3,533,regular
3,584,regular
3,540,small
3,632,regular
3,599,regular
3,632,small
3,579,regular+aide
3,504,regular
3,548,regular+aide
3,536,regular
3,584,regular+aide
3,522,regular+aide
3,582,regular
3,615,small
3,599,regular
3,557,regular+aide
3,599,regular+aide
3,639,regular+aide
3,599,regular+aide
3,587,regular+aide
3,572,regular+aide
3,579,small
3,599,regular+aide
3,584,small
3,632,small
3,699,small
3,572,regular
3,557,regular+aide
3,563,regular
3,574,small
3,699,small
3,590,regular
3,603,small
3,632,regular+aide
3,541,small
3,607,regular+aide
3,603,regular
3,639,small
3,545,regular
3,574,regular+aide
3,611,regular+aide
3,584,small
3,590,regular+aide
3,603,regular+aide
3,626,regular+aide
3,699,small
3,490,small
3,526,regular
3,699,regular
3,556,regular
3,556,regular+aide
3,518,regular+aide
3,554,small
3,587,regular+aide
3,568,regular
3,639,regular+aide
3,563,regular
3,620,small
3,543,regular+aide
3,596,regular
3,535,regular
3,525,regular
3,559,regular+aide
3,584,regular+aide
3,548,regular
3,603,regular+aide
3,561,small
3,659,small
3,615,regular
3,599,regular
3,522,regular
3,565,small
3,568,small
3,582,regular
3,587,regular+aide
3,538,regular
3,522,small
3,607,regular
3,568,small
3,699,regular
3,572,small
3,587,regular+aide
3,596,small
3,577,small
3,565,regular
3,611,small
3,561,regular
3,582,regular+aide
3,648,regular+aide
3,563,regular
3,535,small
3,536,regular+aide
3,546,small
3,593,regular+aide
3,497,small
3,620,small
3,574,regular
3,561,regular+aide
3,611,small
3,579,regular
3,584,regular
3,552,regular
3,572,small
3,577,regular
3,565,regular+aide
3,674,regular
3,626,regular+aide
3,577,regular
3,568,regular
3,557,regular+aide
3,632,small
3,626,small
3,572,small
3,561,regular
3,584,regular
3,510,small
3,502,regular+aide
3,548,regular+aide
3,615,regular+aide
3,603,small
3,577,regular
3,582,regular
3,477,regular
3,603,regular
3,611,small
3,577,small
3,540,regular
3,565,regular
3,565,regular+aide
3,556,small
3,648,regular+aide
3,596,small
3,615,regular
3,563,small
3,659,regular+aide
3,523,regular+aide
3,674,regular
3,538,regular+aide
3,607,regular
3,620,regular+aide
3,565,regular
3,556,regular
3,572,regular+aide
3,540,regular
3,550,regular+aide
3,593,regular
3,577,regular+aide
3,620,small
3,639,regular+aide
3,648,regular+aide
3,525,small
3,626,small
3,536,small
3,565,small
3,607,small
3,563,regular+aide
3,593,regular+aide
3,538,regular
3,565,regular+aide
3,590,regular+aide
3,579,small
3,659,regular
3,607,regular
3,603,regular
3,615,regular
3,603,regular
3,561,regular
3,561,regular
3,626,small
3,603,regular+aide
3,626,regular
3,536,regular
3,574,regular
3,626,regular+aide
3,543,regular+aide
3,577,regular+aide
3,552,small
3,557,small
3,639,regular
3,648,small
3,574,regular+aide
3,648,small
3,620,regular+aide
3,620,small
3,590,regular+aide
3,490,regular
3,570,regular+aide
3,533,small
3,546,regular+aide
3,568,small
3,632,regular
3,554,regular+aide
3,545,regular
3,603,small
3,615,small
3,554,regular+aide
3,648,regular+aide
3,639,regular
3,572,regular
3,523,regular
3,530,small
3,543,regular+aide
3,607,regular+aide
3,599,regular
3,557,regular+aide
3,559,regular
3,552,regular
3,561,regular+aide
3,674,small
3,563,regular+aide
3,579,regular+aide
3,674,regular+aide
3,568,regular+aide
3,584,regular+aide
3,721,small
3,632,regular
3,648,small
3,632,regular
3,568,regular
