grade,math,gender,classtype,ethnicity,lunch
2,567,male,regular+aide,cauc,free
2,468,female,regular,cauc,free
2,510,male,small,cauc,free
2,562,male,regular,cauc,free
2,472,male,regular,afam,free
2,535,female,regular,cauc,non-free
2,584,male,regular+aide,cauc,free
2,612,female,regular,cauc,non-free
2,557,female,regular+aide,cauc,free
2,470,female,small,cauc,non-free
2,553,female,small,cauc,non-free
2,529,female,regular,cauc,non-free
2,526,male,regular+aide,cauc,non-free
2,578,male,regular+aide,cauc,non-free
2,472,female,small,afam,free
2,553,male,regular+aide,afam,free
2,481,female,small,afam,free
2,612,male,small,afam,free
2,627,female,small,afam,non-free
2,518,male,regular+aide,cauc,non-free
2,481,female,small,cauc,free
2,549,male,regular+aide,cauc,non-free
2,545,female,small,cauc,non-free
2,502,female,small,cauc,free
2,526,female,regular,cauc,non-free
2,562,female,regular,asian,free
2,463,male,regular,afam,free
2,505,female,regular+aide,afam,free
2,653,male,small,cauc,non-free
2,529,female,regular,cauc,non-free
2,627,male,regular,cauc,free
2,470,male,regular+aide,afam,free
2,523,male,regular+aide,afam,free
2,553,female,regular+aide,cauc,non-free
2,538,male,small,afam,non-free
2,572,male,small,afam,free
2,495,male,regular,afam,free
2,567,male,regular,cauc,non-free
2,538,female,regular+aide,afam,free
2,493,female,regular,afam,free
2,497,male,regular+aide,cauc,non-free
2,557,female,regular,cauc,free
2,567,male,regular+aide,cauc,non-free
2,507,male,regular,cauc,non-free
2,518,female,regular+aide,afam,free
2,518,female,small,cauc,non-free
2,538,female,regular+aide,afam,non-free
2,449,male,small,cauc,non-free
2,538,male,regular,cauc,non-free
2,553,male,small,cauc,free
2,490,male,regular,afam,free
2,497,female,regular+aide,afam,free
2,497,male,small,cauc,free
2,553,male,regular+aide,cauc,non-free
2,592,female,regular,cauc,non-free
2,545,male,regular,cauc,free
2,535,male,small,cauc,non-free
2,512,male,regular+aide,afam,non-free
2,529,male,regular+aide,afam,free
2,502,male,regular+aide,cauc,non-free
2,542,male,regular,afam,non-free
2,507,female,regular,cauc,non-free
2,538,female,small,cauc,non-free
2,500,male,regular+aide,cauc,free
2,578,male,regular+aide,cauc,free
2,481,male,regular+aide,cauc,free
2,523,male,regular+aide,cauc,free
2,507,male,regular+aide,afam,free
2,500,female,small,afam,free
2,592,female,small,cauc,non-free
2,545,male,small,cauc,free
2,535,male,regular+aide,afam,free
2,520,male,regular,cauc,non-free
2,456,male,regular,afam,free
2,479,male,regular+aide,afam,free
2,505,female,regular,afam,free
2,474,female,regular+aide,cauc,free
2,592,male,small,cauc,free
2,557,male,regular,cauc,non-free
2,461,male,regular+aide,cauc,non-free
2,523,male,regular+aide,cauc,non-free
2,486,female,regular+aide,cauc,free
2,557,male,small,cauc,non-free
2,526,female,regular,afam,free
2,500,male,regular,cauc,free
2,535,male,regular+aide,afam,free
2,481,male,small,cauc,non-free
2,490,female,regular+aide,afam,free
2,512,female,regular+aide,cauc,non-free
2,490,male,regular,cauc,non-free
2,515,male,regular+aide,cauc,free
2,502,female,regular+aide,cauc,free
2,488,male,small,cauc,free
2,463,female,regular,afam,free
2,601,female,regular,cauc,non-free
2,502,male,small,cauc,free
2,468,male,regular,afam,free
2,497,male,small,cauc,free
2,523,female,regular,afam,free
2,557,female,regular+aide,cauc,non-free
2,493,female,regular,afam,non-free
2,578,male,regular,cauc,free
2,532,male,regular+aide,cauc,non-free
2,529,female,regular,afam,free
2,523,female,small,afam,free
2,484,female,regular,cauc,free
2,510,male,regular+aide,cauc,non-free
2,542,male,regular+aide,cauc,non-free
2,584,male,regular+aide,cauc,non-free
2,495,male,regular,cauc,free
2,479,female,regular+aide,cauc,non-free
2,653,female,regular+aide,cauc,non-free
2,627,female,small,cauc,non-free
2,481,male,regular,cauc,free
2,545,female,regular,cauc,free
2,449,female,regular+aide,afam,free
2,512,female,small,afam,free
2,572,female,regular+aide,cauc,non-free
2,486,male,regular+aide,afam,free
2,490,female,regular+aide,afam,free
2,510,male,regular+aide,cauc,free
2,549,female,regular,cauc,free
2,500,male,regular,afam,free
2,572,male,regular,cauc,non-free
2,562,female,regular+aide,afam,non-free
2,479,male,regular,cauc,free
2,456,male,regular,afam,free
2,532,male,regular,afam,free
2,545,male,regular,cauc,free
2,553,male,regular+aide,cauc,non-free
2,627,male,regular,cauc,non-free
2,532,female,small,cauc,free
2,515,female,small,afam,free
2,408,female,regular,afam,free
2,535,male,small,cauc,non-free
2,612,female,small,cauc,non-free
2,510,female,regular+aide,cauc,non-free
2,512,female,small,cauc,non-free
2,545,female,regular+aide,cauc,free
2,532,female,regular+aide,cauc,free
2,470,male,small,afam,free
2,507,female,regular,cauc,free
2,529,male,regular,afam,free
2,545,male,regular,cauc,free
2,592,female,regular+aide,cauc,non-free
2,512,male,regular+aide,afam,free
2,470,female,regular,cauc,free
2,612,male,small,cauc,free
2,488,female,regular+aide,afam,free
2,497,female,regular+aide,cauc,free
2,500,male,regular+aide,cauc,non-free
2,549,female,regular+aide,afam,free
2,538,male,regular,afam,free
2,515,female,regular,cauc,free
2,553,male,regular,cauc,non-free
2,545,male,regular,cauc,non-free
2,676,male,small,cauc,non-free
2,477,male,small,cauc,free
2,549,female,regular+aide,afam,non-free
2,578,male,regular,cauc,free
2,507,male,small,afam,free
2,538,male,regular+aide,cauc,free
2,538,male,regular,cauc,non-free
2,497,male,regular,cauc,non-free
2,562,male,regular,cauc,non-free
2,502,male,regular,afam,non-free
2,542,female,regular,cauc,free
2,520,male,regular+aide,cauc,non-free
2,526,male,small,cauc,free
2,578,male,regular,afam,free
2,507,female,regular+aide,cauc,free
2,578,male,small,cauc,non-free
2,553,female,regular+aide,cauc,non-free
2,532,male,regular,cauc,non-free
2,578,female,small,afam,free
2,493,male,regular+aide,afam,non-free
2,505,male,small,cauc,free
2,433,male,regular,afam,free
2,529,male,small,afam,free
2,592,male,regular,cauc,non-free
2,592,female,regular,cauc,non-free
2,535,male,small,cauc,free
2,549,female,small,afam,non-free
2,490,male,small,afam,free
2,518,male,regular,cauc,non-free
2,535,female,small,afam,free
2,479,female,regular,afam,free
2,507,female,small,cauc,free
2,562,male,small,cauc,non-free
2,532,male,small,cauc,non-free
2,490,male,regular+aide,afam,free
2,433,female,regular,afam,non-free
2,474,female,regular,afam,free
2,562,female,regular+aide,cauc,non-free
2,542,male,regular,cauc,non-free
2,567,male,regular,afam,free
2,592,female,small,cauc,non-free
2,493,female,regular,cauc,non-free
2,523,female,regular,cauc,non-free
2,493,female,regular,afam,free
2,584,female,regular+aide,afam,free
2,676,female,small,cauc,non-free
2,535,female,regular,cauc,free
2,486,female,regular+aide,cauc,non-free
2,497,female,regular+aide,afam,free
2,479,female,regular+aide,afam,non-free
2,584,female,regular,cauc,free
2,549,female,small,cauc,non-free
2,526,male,regular+aide,afam,non-free
2,545,female,small,cauc,non-free
2,535,male,regular+aide,cauc,non-free
2,627,male,regular+aide,cauc,non-free
2,612,male,regular+aide,cauc,free
2,518,female,regular,afam,free
2,549,male,regular+aide,cauc,free
2,451,female,regular,afam,free
2,601,female,regular+aide,cauc,non-free
2,592,female,small,cauc,non-free
2,572,female,regular,cauc,non-free
2,627,male,small,cauc,non-free
2,526,male,regular,cauc,non-free
2,526,female,regular+aide,cauc,free
2,497,male,regular,cauc,non-free
2,545,male,regular,cauc,free
2,472,female,regular,cauc,non-free
2,436,female,regular,afam,free
2,510,female,regular+aide,afam,free
2,505,female,regular,cauc,non-free
2,484,male,small,afam,free
2,601,male,small,cauc,free
2,456,female,small,afam,free
2,523,female,regular,cauc,free
2,529,female,regular,cauc,non-free
2,549,female,small,cauc,non-free
2,627,female,regular+aide,cauc,non-free
2,653,female,regular+aide,cauc,non-free
2,592,female,small,cauc,non-free
2,549,male,regular+aide,cauc,non-free
2,474,female,regular+aide,cauc,non-free
2,553,male,regular,afam,free
2,526,female,regular,cauc,non-free
2,502,female,regular,afam,free
2,545,male,small,afam,free
2,520,female,regular+aide,afam,free
2,481,female,small,afam,free
2,584,female,small,afam,free
2,627,female,small,cauc,free
2,545,female,small,cauc,free
2,502,female,small,cauc,free
2,479,female,regular+aide,afam,free
2,515,male,regular,cauc,non-free
2,512,male,regular+aide,cauc,free
2,592,female,regular+aide,cauc,non-free
2,446,male,regular+aide,cauc,free
2,557,female,small,cauc,non-free
2,512,male,regular,afam,free
2,562,male,regular,cauc,non-free
2,572,male,regular,cauc,non-free
2,490,male,regular,cauc,non-free
2,578,male,regular,cauc,free
2,500,female,small,cauc,free
2,553,female,small,afam,non-free
2,526,male,regular+aide,cauc,non-free
2,474,male,regular+aide,cauc,non-free
2,510,male,small,cauc,non-free
2,512,female,regular+aide,cauc,free
2,518,male,regular+aide,afam,free
2,532,female,regular,cauc,free
2,481,female,regular,cauc,non-free
2,545,female,regular+aide,cauc,non-free
2,567,female,regular,cauc,non-free
2,553,male,regular,cauc,free
2,507,female,regular+aide,cauc,free
2,592,male,regular+aide,cauc,free
2,557,male,regular,cauc,non-free
2,520,male,small,afam,free
2,532,female,regular,cauc,non-free
2,474,female,regular+aide,afam,free
2,477,male,regular+aide,cauc,non-free
2,488,male,regular,cauc,non-free
2,567,male,regular,afam,free
2,535,female,regular,cauc,free
2,472,female,regular+aide,cauc,non-free
2,612,female,regular+aide,cauc,free
2,465,female,regular,afam,free
2,584,female,regular+aide,cauc,free
2,553,female,regular,afam,free
2,510,female,regular+aide,cauc,non-free
2,567,male,regular,afam,free
2,495,female,regular+aide,afam,free
2,553,female,regular+aide,cauc,non-free
2,572,female,regular+aide,cauc,non-free
2,578,male,regular,cauc,free
2,549,male,regular+aide,cauc,non-free
2,479,male,regular,afam,free
2,472,male,regular+aide,afam,free
2,532,female,small,cauc,non-free
2,572,female,regular+aide,cauc,non-free
2,532,female,small,cauc,non-free
2,515,female,regular,afam,non-free
2,562,male,regular+aide,cauc,non-free
2,479,female,regular,cauc,free
2,512,female,regular,afam,free
2,441,female,regular+aide,cauc,free
2,535,female,small,afam,free
2,627,female,regular,afam,free
2,572,female,regular,cauc,non-free
2,526,female,small,cauc,non-free
2,572,male,small,cauc,free
2,490,female,small,cauc,non-free
2,578,male,small,afam,non-free
2,612,female,regular+aide,cauc,free
2,627,female,small,cauc,non-free
2,523,female,regular,afam,free
2,545,male,small,cauc,non-free
2,529,female,small,cauc,non-free
2,486,female,small,afam,free
2,468,male,regular,afam,non-free
2,500,male,regular+aide,afam,free
2,439,male,regular+aide,afam,free
2,545,male,regular+aide,afam,free
2,430,female,small,cauc,free
2,567,female,regular,cauc,non-free
2,578,female,small,cauc,non-free
2,572,female,small,cauc,free
2,553,female,regular+aide,afam,free
2,441,male,regular+aide,afam,free
2,505,male,regular+aide,cauc,free
2,510,female,regular+aide,afam,free
2,553,male,regular+aide,afam,free
2,497,male,regular+aide,cauc,free
2,502,female,regular,afam,free
2,557,female,small,cauc,non-free
2,512,female,regular+aide,cauc,free
2,507,male,regular+aide,cauc,non-free
2,468,male,regular,afam,free
2,510,male,regular,cauc,free
2,500,female,regular+aide,cauc,free
2,520,female,small,afam,free
2,578,male,regular+aide,cauc,free
2,470,female,regular+aide,afam,free
2,510,female,small,afam,free
2,549,female,regular+aide,cauc,non-free
2,515,female,regular+aide,cauc,non-free
2,518,male,small,cauc,non-free
2,523,female,regular,cauc,non-free
2,538,female,regular,cauc,non-free
2,529,male,regular,afam,free
2,553,male,regular,cauc,non-free
2,526,male,small,cauc,free
2,529,male,regular,cauc,non-free
2,465,male,regular,afam,free
2,502,female,regular,cauc,non-free
2,535,female,small,afam,free
2,488,male,regular,afam,free
2,538,male,small,afam,non-free
2,507,male,regular+aide,cauc,non-free
2,484,male,small,cauc,free
2,493,male,regular+aide,afam,free
2,627,female,small,cauc,non-free
2,488,female,regular+aide,cauc,non-free
2,468,female,regular,afam,free
2,553,male,small,cauc,non-free
2,549,female,regular,cauc,free
2,549,male,small,cauc,free
2,584,male,small,cauc,non-free
2,557,female,regular,cauc,free
2,557,male,regular,cauc,non-free
2,486,female,regular+aide,afam,free
2,486,male,regular+aide,afam,free
3,579,female,small,cauc,non-free
3,579,female,regular+aide,afam,non-free
3,550,female,regular+aide,cauc,non-free
3,590,male,regular,cauc,non-free
3,639,male,regular,cauc,non-free
3,603,male,small,cauc,free
3,579,male,regular,cauc,free
3,603,female,regular,cauc,non-free
3,540,female,regular+aide,afam,free
3,587,female,regular,cauc,free
3,584,female,small,afam,free
3,546,female,small,cauc,non-free
3,615,male,regular,cauc,non-free
3,574,male,regular+aide,cauc,non-free
3,632,male,small,cauc,non-free
3,561,male,regular,cauc,non-free
3,543,female,regular,afam,free
3,552,female,regular,cauc,free
3,568,female,small,cauc,non-free
3,593,male,small,cauc,free
3,500,female,regular,cauc,free
3,620,male,regular,afam,free
3,587,male,small,cauc,non-free
3,530,male,regular+aide,cauc,free
3,548,female,regular+aide,cauc,non-free
3,611,male,regular+aide,afam,free
3,659,female,regular+aide,cauc,non-free
3,603,female,regular,cauc,non-free
3,611,male,regular,afam,free
3,577,male,regular+aide,afam,free
3,533,male,regular+aide,afam,free
3,522,male,regular,cauc,free
3,525,male,regular,afam,non-free
3,517,female,small,afam,non-free
3,515,male,regular+aide,afam,free
3,572,female,small,cauc,free
3,557,female,small,cauc,free
3,545,female,small,cauc,free
3,620,male,small,cauc,non-free
3,615,male,regular,afam,free
3,626,female,regular,cauc,non-free
3,639,female,regular+aide,cauc,free
3,699,male,small,cauc,non-free
3,563,male,regular,cauc,free
3,504,female,regular,afam,free
3,492,female,small,cauc,free
3,620,female,regular+aide,afam,non-free
3,528,female,small,cauc,non-free
3,572,male,regular,cauc,non-free
3,577,female,small,cauc,non-free
3,500,male,regular,cauc,non-free
3,582,female,regular+aide,cauc,non-free
3,570,female,regular+aide,cauc,non-free
3,535,male,regular+aide,afam,free
3,587,female,regular+aide,cauc,non-free
3,512,female,regular+aide,afam,free
3,574,female,regular,cauc,free
3,518,male,regular+aide,afam,free
3,659,female,regular,afam,free
3,561,male,regular+aide,cauc,non-free
3,514,female,regular,cauc,free
3,599,male,small,cauc,non-free
3,541,female,small,afam,non-free
3,587,male,regular,cauc,non-free
3,639,male,regular+aide,cauc,non-free
3,517,male,regular,afam,free
3,568,male,small,cauc,non-free
3,639,male,regular,cauc,free
3,587,male,regular+aide,cauc,non-free
3,639,male,regular+aide,cauc,non-free
3,518,female,regular,afam,free
3,579,male,regular,afam,free
3,563,male,regular,afam,free
3,699,male,regular+aide,cauc,non-free
3,639,male,regular+aide,cauc,non-free
3,639,male,regular,afam,non-free
3,632,male,small,cauc,non-free
3,659,male,small,cauc,free
3,599,male,regular,afam,free
3,572,male,small,afam,free
3,574,male,small,cauc,non-free
3,522,male,small,afam,free
3,577,male,regular+aide,afam,free
3,538,male,regular+aide,afam,free
3,639,female,small,cauc,free
3,639,female,small,afam,non-free
3,582,female,regular+aide,cauc,free
3,590,female,regular+aide,cauc,non-free
3,540,female,regular+aide,afam,free
3,561,female,regular+aide,afam,non-free
3,584,female,regular+aide,cauc,non-free
3,584,female,regular,cauc,free
3,572,male,regular+aide,cauc,non-free
3,590,female,small,cauc,free
3,615,female,regular,cauc,non-free
3,611,male,small,cauc,non-free
3,486,male,regular+aide,afam,free
3,611,male,regular+aide,cauc,non-free
3,563,female,small,cauc,free
3,607,male,regular+aide,cauc,non-free
3,611,female,small,cauc,non-free
3,535,male,small,cauc,non-free
3,607,male,small,cauc,non-free
3,611,female,regular,afam,free
3,552,female,small,afam,non-free
3,550,male,small,cauc,non-free
3,615,male,regular,cauc,non-free
3,561,female,small,afam,free
3,593,male,regular,afam,non-free
3,540,male,regular,afam,non-free
3,699,female,small,cauc,non-free
3,582,female,regular,cauc,non-free
3,632,female,regular+aide,cauc,non-free
3,536,male,regular,afam,free
3,563,female,regular+aide,afam,free
3,469,male,small,cauc,non-free
3,596,female,regular+aide,cauc,non-free
3,568,male,small,afam,free
3,568,female,regular,cauc,free
3,525,male,regular,cauc,free
3,572,male,small,afam,non-free
3,584,male,regular,afam,non-free
3,563,male,regular+aide,afam,free
3,548,female,small,cauc,non-free
3,559,female,regular,cauc,non-free
3,533,female,regular,cauc,non-free
3,611,female,regular,cauc,non-free
3,574,female,regular+aide,cauc,free
3,603,female,regular,cauc,non-free
3,574,male,small,afam,free
3,561,male,regular,cauc,non-free
3,607,female,small,cauc,free
3,607,female,small,cauc,non-free
3,548,female,regular+aide,cauc,non-free
3,568,male,regular,afam,free
3,582,male,regular+aide,cauc,free
3,525,female,regular+aide,cauc,non-free
3,620,male,small,cauc,non-free
